District,Crime Attribute,Crime Measure
Dharwad,Incidence of Crimes Committed Against Women Kidnapping & Abduction (Incidence),4
Dharwad,Incidence of Crimes Committed Against Women Kidnapping & Abduction (Percentage),0.7
Dharwad,Incidence of Crimes Committed Against Women Dowry Death (Incidence),1
Dharwad,Incidence of Crimes Committed Against Women Dowry Death (Percentage),0.7
Dharwad,Incidence of Crimes Committed Against Women Cruelty By Husband & Relatives (Incidence),21
Dharwad,Incidence of Crimes Committed Against Women Cruelty By Husband & Relatives (Percentage),0.6
Dharwad,Incidence of Crimes Committed Against Women Molestation (Incidence),20
Dharwad,Incidence of Crimes Committed Against Women Molestation (Percentage),0.8
Dharwad,Incidence of Crimes Committed Against Women Sexual Harassment (Eve-Teasing) (Incidence),0
Dharwad,Incidence of Crimes Committed Against Women Sexual Harassment (Eve-Teasing) (Percentage),0
Dharwad,Incidence of Crimes Committed Against Women Importation of Girls (Incidence),0
Dharwad,Incidence of Crimes Committed Against Women Importation of Girls (Percentage),0
Dharwad,Incidence of Crimes Committed Against Women Immoral Traffic (P) Act (Incidence),0
Dharwad,Incidence of Crimes Committed Against Women Immoral Traffic (P) Act (Percentage),0
Dharwad,Incidence of Crimes Committed Against Women Indecent Representation of Women (P) Act (Incidence),0
Dharwad,Incidence of Crimes Committed Against Women Indecent Representation of Women (P) Act (Percentage),0
Dharwad,Incidence of Crimes Committed Against Women Dowry Prohibition Act (Incidence),8
Dharwad,Incidence of Crimes Committed Against Women Dowry Prohibition Act (Percentage),0.7
Dharwad,Incidence of Crimes Committed Against Women Total (Incidence),57
Dharwad,Incidence of Crimes Committed Against Women Total (Percentage),0.6
Dharwad,Number of Victims Upto 10 Years (Age Group Wise Victims of Rape Cases),0
Dharwad,Number of Victims 11 to 15  Years (Age Group Wise Victims of Rape Cases),0
Dharwad,Number of Victims 16 - 18  Years (Age Group Wise Victims of Rape Cases),0
Dharwad,Number of Victims 19 - 30  Years (Age Group Wise Victims of Rape Cases),0
Dharwad,Number of Victims 31 - 50  Years (Age Group Wise Victims of Rape Cases),0
Dharwad,Number of Victims Above 50  Years (Age Group Wise Victims of Rape Cases),0
Dharwad,Number of Cases In Which offenders Were Known to The Victims,0
Dharwad,Number of Cases In Which offenders Were Parents / Close Family Members,0
Dharwad,Number of Cases In Which offenders Were Relatives,0
Dharwad,Number of Cases In Which offenders Were Neighbours,0
Dharwad,Number of Cases In Which offenders Were Other Known Persons,0
Dharwad,Crimes Committed Against Children Murder  (Incidence),0
Dharwad,Crimes Committed Against Children Murder (Percentage),0
Dharwad,Crimes Committed Against Children Rape (Below 16 Years) (Incidence),0
Dharwad,Crimes Committed Against Children Rape (Below 16 Years) (Percentage),0
Dharwad,Crimes Committed Against Children Infanticide (Incidence),0
Dharwad,Crimes Committed Against Children Infanticide (Percentage),0
Dharwad,Crimes Committed Against Children Foeticide (Incidence),0
Dharwad,Crimes Committed Against Children Foeticide (Percentage),0
Dharwad,Crimes Committed Against Children Abetment of Suicide (Incidence),0
Dharwad,Crimes Committed Against Children Abetment of Suicide (Percentage),0
Dharwad,Crimes Committed Against Children Exposure & Abandonment (Incidence),0
Dharwad,Crimes Committed Against Children Exposure & Abandonment (Percentage),0
Dharwad,Crimes Committed Against Children Kidnapping & Abduction (Incidence),0
Dharwad,Crimes Committed Against Children Kidnapping & Abduction (Percentage),0
Dharwad,Crimes Committed Against Children Procuration of Minor Girls (Incidence),0
Dharwad,Crimes Committed Against Children Procuration of Minor Girls (Percentage),0
Dharwad,Crimes Committed Against Children Selling of Girls For Prostitution (Incidence),0
Dharwad,Crimes Committed Against Children Selling of Girls For Prostitution (Percentage),0
Dharwad,Crimes Committed Against Children Buying of Girls For Prostitution (Incidence),0
Dharwad,Crimes Committed Against Children Buying of Girls For Prostitution (Percentage),0
Dharwad,Crimes Committed Against Children Child Marriage Restraint Act (Incidence),0
Dharwad,Crimes Committed Against Children Child Marriage Restraint Act (Percentage),8.1
Dharwad,Crimes Committed Against Children Others (Incidence),2
Dharwad,Crimes Committed Against Children Others (Percentage),8.8
Dharwad,Crimes Committed Against Children Total (Incidence),3
Dharwad,Crimes Committed Against Children Total (Percentage),1.1
Dharwad,Number of Cases Reported,119
Dharwad,Number of Cases Detected,47
Dharwad,Total Value of Property In Rupees Stolen,19419361
Dharwad,Total Value of Property In Rupees Recovered,6128103
Dharwad,Percentage of Recovery,30.6
Dharwad,Number of Cases In Which Property Was Stolen and Recovered Dacoity (Stolen),0
Dharwad,Number of Cases In Which Property Was Stolen and Recovered Dacoity (Recovered),0
Dharwad,Number of Cases In Which Property Was Stolen and Recovered Robbery (Stolen),5
Dharwad,Number of Cases In Which Property Was Stolen and Recovered Robbery (Recovered),1
Dharwad,Number of Cases In Which Property Was Stolen and Recovered Burglary (Stolen),35
Dharwad,Number of Cases In Which Property Was Stolen and Recovered Burglary (Recovered),12
Dharwad,Number of Cases In Which Property Was Stolen and Recovered Theft (Stolen),70
Dharwad,Number of Cases In Which Property Was Stolen and Recovered Theft (Recovered),32
Dharwad,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Stolen,3
Dharwad,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Recovered,1
Dharwad,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Coordinated,1
Dharwad,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Stolen,1
Dharwad,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Recovered,0
Dharwad,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Coordinated,0
Dharwad,Number of Vehicles Four Wheelers (Bus) Stolen,0
Dharwad,Number of Vehicles Four Wheelers (Bus) Recovered,0
Dharwad,Number of Vehicles Four Wheelers (Bus) Coordinated,0
Dharwad,Four Wheelers  (Goods Carring) Vehicles Stolen,0
Dharwad,Four Wheelers  (Goods Carring) Vehicles Recovered,0
Dharwad,Four Wheelers  (Goods Carring) Vehicles Coordinated,0
Dharwad,Other Motor Vehicle Stolen,5
Dharwad,Other Motor Vehicle Recovered,0
Dharwad,Other Motor Vehicle Coordinated,0
Dharwad,Total Motor Vehicle Recovered,2
Dharwad,Total Motor Vehicle Coordinated,2
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Residential Premises (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Residential Premises (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Highways (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Highways (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence River & Sea (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence River & Sea (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Railways (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Railways (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Running Trains (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Running Trains (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Railways (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Railways (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Banks (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Banks (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Commercial Establishments (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Commercial Establishments (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Places (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Places (Value),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Total (Number),0
Dharwad,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Total (Value),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),3
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),11933062
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Railways (Number),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Railways (Value),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),0
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),1
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Total (Number),5
Dharwad,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),12040732
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),32
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),1823497
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),0
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),3
Dharwad,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),1901873
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),0
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),70
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Total (Number),70
Dharwad,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),2947374
Gadag,Other IPC Crimes (Incidence (I) of Cognizable Crimes (IPC)),427
Gadag,Other Theft (Incidence (I) of Cognizable Crimes (IPC)),38
Gadag,Act Cases Committed Against Scs / Sts (Total),23
Gadag,Dacoity (Incidence (I) of Cognizable Crimes (IPC)),4
Gadag,Preparation & Assembly For Dacoity (Incidence (I) of Cognizable Crimes (IPC)),0
Gadag,Act Cases Committed Against Scs / Sts (Percentage),1.5
Gadag,Counterfeiting (Incidence (I) of Cognizable Crimes (IPC)),0
Gadag,Arson  (Incidence),2
Gadag,Total Complaints,1219
Gadag,Category of Complaints Received Oral,930
Gadag,Category of Complaints Received Written,150
